class,Landmark_0,Landmark_1,Landmark_2,Landmark_3,Landmark_4,Landmark_5,Landmark_6,Landmark_7,Landmark_8,Landmark_9,Landmark_10,Landmark_11,Landmark_12,Landmark_13,Landmark_14,Landmark_15,Landmark_16,Landmark_17,Landmark_18,Landmark_19,Landmark_20
0,0.408735454,0.411657929,0.379909575,0.354285181,0.339215606,0.281423688,0.23462081,0.205310613,0.17980966,0.265030175,0.204114974,0.16579698,0.133732691,0.260044545,0.199128896,0.162338078,0.130972788,0.264466226,0.216725409,0.186472535,0.160682827
0,0.354768395,0.364327341,0.335940599,0.314662516,0.29732132,0.23890312,0.194226861,0.165837049,0.142212927,0.221451074,0.164557874,0.129733846,0.097619012,0.211869121,0.154503137,0.120298386,0.091384411,0.207258075,0.159799144,0.130736858,0.106692091
0,0.345730543,0.35400629,0.323607534,0.300225794,0.282696635,0.221637368,0.174869493,0.144154638,0.118824139,0.204811558,0.147396192,0.111503854,0.079103529,0.196357965,0.138834625,0.103767008,0.07375294,0.19437781,0.145148844,0.114581674,0.089424431
0,0.338492632,0.345791966,0.308186322,0.281528443,0.261643708,0.205520928,0.152055591,0.115795955,0.087090328,0.190155417,0.127837628,0.089820325,0.055170849,0.182583451,0.119716436,0.080596581,0.047862768,0.180352852,0.127602205,0.093509167,0.064734831
0,0.367551625,0.366342902,0.328142166,0.284427911,0.252629071,0.212119907,0.148169875,0.109298654,0.074646339,0.189064264,0.114569582,0.068275824,0.031011224,0.182258219,0.109330356,0.065844148,0.028595835,0.187992364,0.127763927,0.088742763,0.051855251
0,0.358656794,0.359048188,0.323238611,0.280035317,0.245455757,0.203906775,0.137177527,0.097478822,0.062782511,0.180408001,0.104263477,0.058071941,0.021144137,0.173147187,0.100158453,0.056696758,0.019603938,0.177820742,0.117264882,0.079152092,0.043131158
0,0.379968196,0.395015717,0.373547196,0.338850558,0.315059721,0.242903352,0.179005116,0.138259858,0.100867853,0.21379514,0.140140012,0.095600545,0.057997912,0.202239975,0.134369522,0.093971461,0.058197647,0.203383803,0.148914903,0.115292132,0.083618104
0,0.382338405,0.400595307,0.381965876,0.35125047,0.328222662,0.255937487,0.195397496,0.154114157,0.116457969,0.226451218,0.15612781,0.112367272,0.074252129,0.213514641,0.148412555,0.110843331,0.077535644,0.213752925,0.160410017,0.127985731,0.098530248
0,0.391321421,0.409849882,0.394889176,0.365264118,0.34420833,0.272154272,0.213456795,0.172957286,0.135879695,0.24349612,0.174423635,0.132932171,0.095708206,0.231623471,0.167074472,0.128637984,0.094113663,0.23241885,0.178803101,0.144817635,0.113619566
0,0.377774298,0.398069859,0.385125816,0.353674293,0.330552876,0.263238847,0.203932539,0.162662625,0.125518873,0.236786574,0.170598805,0.128817528,0.093448639,0.224843055,0.165536165,0.128384247,0.093638465,0.225547537,0.179226995,0.149299011,0.120898336
0,0.372157574,0.395802379,0.387383997,0.354367942,0.33194381,0.272627324,0.213939413,0.170881599,0.132106841,0.244694009,0.181553736,0.137030244,0.098101467,0.230718032,0.177894026,0.13813898,0.100889429,0.22867769,0.18542996,0.155683577,0.127655566
0,0.373965412,0.394960254,0.380826801,0.348547667,0.326260984,0.267409712,0.210637122,0.172193855,0.138378292,0.241330087,0.175772309,0.13526617,0.100881279,0.229864687,0.172247142,0.13652873,0.10346745,0.231261,0.18644926,0.156789064,0.128425896
0,0.394593745,0.407831758,0.389577776,0.358280003,0.337929815,0.280407846,0.231178507,0.19762826,0.167757004,0.256422848,0.194722623,0.156556174,0.124464706,0.246323898,0.192066804,0.159370393,0.130346671,0.248913795,0.20476231,0.176379547,0.149777383
0,0.40171355,0.403355867,0.380067468,0.347115695,0.325234562,0.281546056,0.235359624,0.205568686,0.179054111,0.262112975,0.204732195,0.169099838,0.140223265,0.256160676,0.204946786,0.174668476,0.147274524,0.259558648,0.219320178,0.194695741,0.172275603
0,0.397018313,0.390700221,0.366518736,0.334938884,0.310469925,0.271051675,0.224394277,0.195353568,0.169678688,0.255179971,0.198387682,0.163543016,0.135024533,0.251114339,0.199852407,0.169151396,0.14128381,0.256848454,0.218160793,0.193686008,0.170174778
0,0.396149874,0.391087562,0.369603008,0.340087503,0.315490127,0.273702979,0.228207588,0.19827345,0.170936644,0.256251484,0.201199293,0.165977493,0.136143208,0.251892984,0.201425016,0.168978006,0.140304863,0.258587271,0.218579531,0.19225657,0.167336613
0,0.516478598,0.522845507,0.504753113,0.477387667,0.454754472,0.397727996,0.345058024,0.310328335,0.280080438,0.374806136,0.309048861,0.270220846,0.237761572,0.367177516,0.304043323,0.267531872,0.2371068,0.372228652,0.321977645,0.291673571,0.265202492
0,0.622871816,0.628227532,0.607274294,0.578943908,0.558065653,0.49796468,0.441510737,0.404897958,0.373337984,0.475429624,0.406734943,0.363814533,0.326971948,0.469524384,0.403427541,0.362775236,0.326834381,0.476719201,0.425617605,0.392775297,0.361565709
0,0.680484772,0.685319662,0.66383487,0.635860562,0.617158115,0.557002187,0.500484705,0.464979202,0.433789313,0.535373449,0.465889126,0.423919141,0.387838066,0.530949712,0.465373963,0.42473045,0.388467252,0.540066242,0.491944432,0.460853189,0.430432707
0,0.713474274,0.717588603,0.69848901,0.675718427,0.656777084,0.597221136,0.540491581,0.503888011,0.471156567,0.578272402,0.507853389,0.462807566,0.424615026,0.575577319,0.508676648,0.467664659,0.43174994,0.585348606,0.53853178,0.507730663,0.479966164
0,0.744481206,0.742224693,0.711057782,0.680261254,0.655784249,0.611288369,0.554548562,0.518893957,0.486265361,0.598079681,0.52900815,0.486533463,0.449380934,0.602193773,0.53681916,0.496581554,0.460453689,0.618617892,0.572977424,0.542885482,0.515029609
0,0.752287149,0.747389138,0.707352996,0.671546221,0.647149265,0.60821259,0.546052873,0.50790745,0.473912627,0.599960864,0.527607739,0.483923942,0.445883751,0.608272135,0.539091825,0.498956025,0.462766647,0.629337847,0.581506491,0.550382853,0.521295726
0,0.757332742,0.738573492,0.67912364,0.636256576,0.603462815,0.57779485,0.50733453,0.462673694,0.425977767,0.57936269,0.499695718,0.4498083,0.405195355,0.594926536,0.516748309,0.470709741,0.43030858,0.622222126,0.56223321,0.5218153,0.48500669
0,0.741880774,0.711052835,0.651761055,0.613102436,0.579763174,0.57098192,0.516429543,0.480976105,0.448239148,0.56513536,0.485385239,0.43040657,0.379109204,0.576847434,0.493137896,0.440886825,0.394399792,0.600413978,0.542962253,0.502122402,0.461282372
0,0.724636793,0.682928026,0.631319106,0.595359147,0.56253618,0.552993655,0.476178199,0.427687466,0.388455808,0.554426908,0.465731651,0.414079636,0.373106301,0.564647853,0.482013345,0.435561985,0.398619115,0.581866562,0.527390182,0.491144776,0.457507491
0,0.713183641,0.660469234,0.60542202,0.570707142,0.544781148,0.557140708,0.479361534,0.431701064,0.392041922,0.560608923,0.469013691,0.414683521,0.37143293,0.571549952,0.484710246,0.43616116,0.398053437,0.587802947,0.529684782,0.492000878,0.45747894
0,0.702800095,0.649844527,0.594698429,0.557945788,0.53154844,0.554714918,0.478509307,0.430398524,0.390733689,0.56061995,0.469999135,0.413388371,0.369212568,0.573687792,0.488934398,0.437133551,0.397422016,0.591318011,0.532779217,0.493912935,0.45957315
0,0.697879732,0.646845818,0.591523886,0.553378522,0.526013911,0.555479705,0.47917068,0.430305451,0.390300572,0.560169041,0.470828176,0.41566664,0.372946501,0.572068274,0.487850189,0.436765641,0.397854269,0.588524759,0.530296564,0.491906822,0.458227128
0,0.690675557,0.634859622,0.581859231,0.543664753,0.515085578,0.555604756,0.481387198,0.434095621,0.395730495,0.559860826,0.472156227,0.41875273,0.376018494,0.570595324,0.489013493,0.438991249,0.400131762,0.586533129,0.529951394,0.492098004,0.459134132
0,0.683703303,0.631703615,0.582902849,0.547601819,0.521854997,0.552306294,0.479838759,0.433284223,0.395320624,0.555228889,0.4734146,0.422126472,0.380699456,0.565655172,0.489175171,0.441105425,0.404061049,0.582312524,0.526787102,0.490639448,0.459713519
0,0.761099696,0.780075371,0.767453969,0.751216114,0.744310141,0.661770284,0.607407093,0.573505163,0.543283999,0.637879014,0.569149196,0.524904728,0.487739086,0.62786907,0.557342231,0.514046311,0.476697981,0.630427659,0.574840069,0.537972271,0.505456865
0,0.852263153,0.854727447,0.821103394,0.79142195,0.772342324,0.726915836,0.659091175,0.618807018,0.583040476,0.717327297,0.638045788,0.587238908,0.543127,0.722252548,0.644455969,0.596474588,0.553832054,0.739147723,0.68313992,0.645524502,0.611371875
0,0.876957178,0.874668121,0.836316049,0.805748165,0.785282016,0.754345119,0.682694614,0.640719533,0.604627132,0.74688834,0.665745735,0.614561319,0.570745766,0.755081117,0.67639637,0.629268169,0.587042391,0.775314212,0.722248077,0.685806334,0.652050734
0,0.877743185,0.875003397,0.834774196,0.803695142,0.78237921,0.753090203,0.683331549,0.642830431,0.607801676,0.747158706,0.667991757,0.618368864,0.575662196,0.757167637,0.680245519,0.63361901,0.590952814,0.778806865,0.726376653,0.691003621,0.656891108
0,0.852805674,0.843761623,0.802465379,0.768442333,0.742327034,0.720227778,0.655885935,0.616757035,0.58266753,0.716278732,0.637839437,0.58689189,0.543343544,0.727553487,0.652008355,0.605049253,0.562420249,0.75128758,0.700481176,0.667094946,0.635708094
0,0.819623828,0.807691395,0.764271557,0.733013391,0.70851779,0.685178578,0.622783303,0.583528757,0.551149368,0.68318814,0.610397637,0.562952518,0.522387266,0.693408072,0.622389972,0.577670813,0.537884891,0.714272678,0.666118205,0.63255626,0.600872755
0,0.784436166,0.774394333,0.732490242,0.702728212,0.680788457,0.65961206,0.597725868,0.557318389,0.523124754,0.659348309,0.591560841,0.544600248,0.503337026,0.669071853,0.602620244,0.560185015,0.523042917,0.686734378,0.643750906,0.61318469,0.584842682
0,0.719061434,0.669556499,0.622555554,0.588568032,0.564207673,0.60070312,0.536764503,0.496136308,0.46499458,0.605879426,0.532111108,0.48478815,0.447696567,0.616990924,0.544879675,0.501515388,0.468186975,0.63275528,0.582874417,0.550513625,0.524628162
0,0.763564825,0.77938956,0.776451826,0.763088822,0.751553953,0.668478966,0.616949618,0.582223296,0.549200833,0.642822981,0.576440215,0.535113573,0.498635858,0.633614719,0.567562222,0.527782917,0.49244374,0.637061238,0.585116327,0.551734626,0.521156371
0,0.842692912,0.863016248,0.866348207,0.859322309,0.856448948,0.786177933,0.740029812,0.709658861,0.680587769,0.763305008,0.704580367,0.669731021,0.637600243,0.754594266,0.695683718,0.660740018,0.629672587,0.757048249,0.712478936,0.683705688,0.657010138
0,0.857410669,0.877370417,0.880421937,0.872511864,0.86825794,0.805270493,0.760318637,0.728801608,0.699492455,0.785465479,0.727683246,0.690987349,0.657701254,0.778481662,0.720849991,0.684607029,0.652815342,0.781459451,0.736589789,0.707382262,0.680290639
0,0.871656358,0.88720423,0.888385177,0.881681204,0.877820194,0.815692306,0.772852361,0.744004011,0.71580559,0.797202587,0.74126339,0.70675385,0.674468994,0.79233408,0.735166311,0.699029088,0.666280925,0.797569335,0.753041506,0.724507391,0.696582794
0,0.90560168,0.912593901,0.898223877,0.880458415,0.869803727,0.827691019,0.773631454,0.742004216,0.712350845,0.813715696,0.750587821,0.710950613,0.676350355,0.813710749,0.752513051,0.712741494,0.677991152,0.823775232,0.779046655,0.749232173,0.72263521
0,0.917333543,0.913032591,0.877262652,0.848199785,0.829687476,0.821668804,0.761351466,0.724306285,0.691625178,0.82191503,0.753906012,0.710130811,0.672132492,0.83549279,0.769195974,0.727057695,0.688426077,0.85979557,0.816423118,0.785785019,0.757323146
0,0.926111698,0.911909103,0.870173931,0.839236796,0.81560272,0.819904029,0.758107722,0.720205367,0.686669707,0.825895309,0.756490946,0.710665703,0.671004772,0.846817553,0.782521307,0.73895061,0.697893441,0.878712296,0.840154111,0.812419653,0.785315812
0,0.910702765,0.894159913,0.850667059,0.816221058,0.792390645,0.792492807,0.738256872,0.707669079,0.680733979,0.791976392,0.723612785,0.68099016,0.645164132,0.807857871,0.74502784,0.705244124,0.668631554,0.837283134,0.797107399,0.770645857,0.745847344
0,0.87405175,0.851273596,0.807388842,0.771966457,0.746912122,0.754673064,0.697697341,0.664052606,0.634269834,0.757347286,0.689520538,0.644290328,0.605931818,0.774377704,0.711118937,0.670196295,0.632661581,0.801787257,0.761259198,0.733307719,0.706406176
0,0.85360378,0.831771553,0.787468493,0.749665976,0.720825672,0.73528415,0.676138997,0.641732693,0.61192739,0.738467813,0.670438945,0.626471221,0.589271843,0.755226076,0.690766454,0.649938047,0.613619566,0.781508327,0.742936194,0.714615226,0.687518537
0,0.831519783,0.808452308,0.764982164,0.729130208,0.700761795,0.723226249,0.657590508,0.616729975,0.583215952,0.728524685,0.656907856,0.609588742,0.569952548,0.744567454,0.678504765,0.6347332,0.59565717,0.767982662,0.730343759,0.703667045,0.677910447
0,0.781957448,0.764697492,0.719588399,0.684291601,0.656035542,0.646985292,0.585965991,0.5470649,0.514615476,0.648103178,0.580570579,0.533905864,0.492473274,0.665945172,0.601976037,0.560114384,0.520919859,0.69602555,0.659218431,0.632693112,0.606208801
0,0.766003549,0.744435787,0.695414364,0.660360098,0.631339669,0.620957077,0.556986988,0.516507506,0.483389199,0.623428166,0.551689148,0.502943993,0.46099335,0.641796768,0.573278964,0.528843999,0.488966942,0.671898186,0.630813241,0.601707578,0.574277997
0,0.719999135,0.692480624,0.635844529,0.597863734,0.565702736,0.559748888,0.493146956,0.4504686,0.415192127,0.563678741,0.488490343,0.437784076,0.393834054,0.581044316,0.50738287,0.460472465,0.419459164,0.608701348,0.557287276,0.52224201,0.491982639
0,0.678562999,0.653382003,0.59646219,0.557191789,0.526370645,0.507466376,0.442914844,0.40388757,0.370116293,0.504840553,0.429303557,0.379918993,0.337813497,0.517495573,0.442439735,0.394864202,0.354052782,0.543323278,0.49374941,0.458321214,0.427450567
0,0.671173453,0.645422995,0.587330699,0.546480179,0.51328361,0.489424169,0.422783405,0.38228175,0.34686926,0.485851675,0.406173348,0.354021281,0.308459282,0.498457998,0.419020236,0.368164241,0.322728276,0.525208831,0.469049037,0.430256128,0.394916475
0,0.629203618,0.616511703,0.56584245,0.520588458,0.491795838,0.45795244,0.388530016,0.34624204,0.3084867,0.444730818,0.360149682,0.308466673,0.266026616,0.448857188,0.367556632,0.319277287,0.277700067,0.466201991,0.407540828,0.368660837,0.333238244
0,0.572869956,0.561358511,0.519103765,0.476331145,0.441958874,0.40131101,0.330971122,0.287384152,0.249160185,0.382529199,0.296611637,0.24535735,0.20343405,0.382668078,0.30049926,0.251830637,0.209513977,0.397833556,0.337713659,0.296937764,0.258592725
0,0.530058682,0.516975999,0.47284317,0.429442823,0.391922295,0.356158257,0.286350012,0.244037166,0.207929969,0.337635607,0.255098522,0.207432777,0.170571685,0.338292867,0.259904206,0.215607509,0.178354517,0.353054613,0.295120806,0.257887065,0.222857356
0,0.713840604,0.703859985,0.66523701,0.627714276,0.603483021,0.555703521,0.487977326,0.446610212,0.41182375,0.540302813,0.458086014,0.411240101,0.373533666,0.542124212,0.465415478,0.421058595,0.383723378,0.558437765,0.501129806,0.465803921,0.433353186
0,0.764821589,0.755542576,0.725228786,0.693491578,0.670366526,0.617274165,0.551668704,0.510537088,0.474302948,0.602059126,0.522485673,0.473338842,0.431926727,0.60450983,0.530006588,0.483095527,0.442279309,0.620506942,0.56514281,0.528227091,0.494166911
1,0.359401554,0.296691298,0.225476444,0.171477988,0.122385576,0.224496663,0.240038827,0.262712628,0.261997432,0.26987946,0.288528085,0.304716468,0.302187622,0.319330156,0.332879096,0.345025003,0.342274189,0.367334515,0.373872578,0.378754079,0.37623167
1,0.356105983,0.297314465,0.230136245,0.177470475,0.131031737,0.229056135,0.246274233,0.269322008,0.269073367,0.274273783,0.294094533,0.309022903,0.306034178,0.323267043,0.336500317,0.348404348,0.346256196,0.371675879,0.377429366,0.381767839,0.37945804
1,0.358800381,0.301514596,0.23191905,0.178761899,0.13055557,0.234658718,0.249205485,0.276268661,0.283440799,0.280047119,0.29781127,0.31552583,0.314904153,0.328901857,0.341696888,0.353485763,0.350681454,0.377742529,0.383045584,0.387099653,0.384737283
1,0.368185878,0.312066048,0.243093729,0.188275725,0.137978628,0.24675943,0.262601435,0.282640904,0.280812085,0.292974234,0.31234026,0.325481743,0.322380632,0.343455195,0.357938051,0.367165625,0.363095999,0.393289864,0.399879634,0.402280718,0.400158077
1,0.377123177,0.316841543,0.247056365,0.192894086,0.142354965,0.249243736,0.266810536,0.289001316,0.287465602,0.297641665,0.318498731,0.331545025,0.328375459,0.349552333,0.362411767,0.371439308,0.367848098,0.400508553,0.406932175,0.40785706,0.404060185
1,0.470216304,0.409454048,0.33630079,0.280152917,0.230783835,0.346614152,0.357301623,0.378022075,0.375854373,0.397098422,0.412836254,0.425756097,0.421511173,0.448942035,0.456470847,0.465230554,0.462613285,0.497302175,0.497674048,0.498844922,0.497550786
1,0.538751662,0.467479497,0.399927586,0.349994719,0.305978805,0.427504838,0.453722805,0.466680229,0.460100919,0.482944697,0.498673856,0.502895474,0.498728693,0.530329645,0.538990319,0.540166378,0.533260167,0.570909441,0.575400054,0.574867725,0.571211815
1,0.569947183,0.500244975,0.435699582,0.387189001,0.341804981,0.451811254,0.470267057,0.488423109,0.488239795,0.504662514,0.518654108,0.526974797,0.526175737,0.55219388,0.561727524,0.566393018,0.563942015,0.59387964,0.597890973,0.598471642,0.597379327
1,0.610529304,0.545666516,0.487162381,0.445257604,0.408219427,0.508907437,0.523146927,0.541048825,0.542546391,0.556722164,0.569421649,0.5750646,0.5742172,0.598974347,0.608041227,0.612415671,0.611273408,0.637100458,0.644482255,0.6465168,0.646277547
1,0.666812718,0.613644242,0.562143147,0.525447369,0.484723419,0.59051168,0.602264404,0.60229063,0.597075403,0.63313818,0.647653937,0.640907168,0.63544184,0.674606085,0.683186412,0.673734725,0.666160285,0.711132407,0.716755509,0.707131088,0.699074745
1,0.678519785,0.625539005,0.578311205,0.54816395,0.512086987,0.606283128,0.621639669,0.619286776,0.614402771,0.648762941,0.664299071,0.654760718,0.649615765,0.688343227,0.69703269,0.6863693,0.6793046,0.723000228,0.727121353,0.716724038,0.708464503
1,0.679627776,0.631732404,0.585523665,0.556123376,0.521474183,0.603597581,0.630939186,0.626025796,0.616349399,0.642742455,0.672839642,0.659975052,0.648177445,0.681268096,0.701917708,0.689355195,0.677327812,0.714069128,0.725244045,0.716626942,0.70785439
1,0.678634346,0.632383108,0.579725921,0.544916093,0.511378765,0.588935852,0.618333042,0.629923999,0.626455307,0.621700883,0.655228019,0.659377038,0.653539956,0.656385601,0.685671031,0.685849786,0.67733258,0.689090252,0.708752036,0.708214164,0.699898064
1,0.690817356,0.643617928,0.585607111,0.545881808,0.509266436,0.580372274,0.608138561,0.624143302,0.623756528,0.608989954,0.643624425,0.653673947,0.649510324,0.642215848,0.674458623,0.678083003,0.667960465,0.675619483,0.698808968,0.700047612,0.689952135
1,0.683697343,0.633603334,0.57009393,0.526463807,0.490688682,0.561333239,0.579033315,0.600490868,0.602063,0.5895679,0.61549598,0.632352531,0.62507087,0.622716665,0.646705627,0.658207238,0.648615837,0.656209111,0.672713578,0.678718209,0.670187473
1,0.47226122,0.397929102,0.307780862,0.247880489,0.201727182,0.293177187,0.285526156,0.330675781,0.34318462,0.326867878,0.329853445,0.371325254,0.373485327,0.371480912,0.374649376,0.403316468,0.401481688,0.416546464,0.417532176,0.429491758,0.425768793
1,0.485159159,0.411311299,0.319256425,0.255763054,0.201446518,0.303912669,0.29911235,0.343600243,0.365151376,0.336072296,0.347116232,0.38545379,0.397548676,0.382072121,0.392601669,0.419096142,0.424923599,0.430233061,0.436574906,0.44880712,0.451739937
1,0.462081015,0.382094502,0.291422904,0.22890234,0.173874408,0.273055226,0.26675421,0.31649068,0.346278161,0.306614012,0.315495223,0.35766989,0.37475124,0.353166223,0.361777395,0.390692294,0.399864405,0.401488274,0.406096965,0.420260489,0.4252491
1,0.43032378,0.352467746,0.264813006,0.202233255,0.147248447,0.237678096,0.234957933,0.287447393,0.318900168,0.271743059,0.282449961,0.330918491,0.350141972,0.318371683,0.32846716,0.363716215,0.375197947,0.367356569,0.372960627,0.393882841,0.401528835
1,0.436866879,0.357786179,0.272484183,0.206021845,0.145938024,0.225489214,0.23397243,0.288919657,0.322803915,0.259969294,0.279268384,0.334162951,0.360223204,0.308587849,0.324573636,0.365275264,0.382447809,0.360770255,0.371771723,0.39458102,0.401037216
1,0.412834406,0.333053112,0.251966298,0.187948853,0.131810412,0.209995955,0.217057124,0.265060067,0.291792154,0.243783176,0.265882492,0.309635401,0.328450531,0.290033221,0.308067232,0.34266898,0.356477469,0.340741873,0.355506122,0.373716444,0.378656566
1,0.406351745,0.322822154,0.237086996,0.171948016,0.116541654,0.187028781,0.193164766,0.2308373,0.241774231,0.217255175,0.238978237,0.271660239,0.276710689,0.261187404,0.282089978,0.310188055,0.312493205,0.311674476,0.330262661,0.346987844,0.346573383
1,0.369328558,0.289140284,0.207016841,0.142752469,0.088313699,0.174718022,0.189315021,0.224444553,0.22479032,0.218304992,0.240689889,0.262812465,0.261298448,0.26759088,0.286133766,0.305581808,0.301058084,0.317502111,0.326925546,0.338561326,0.336278856
1,0.344493538,0.274618149,0.199504316,0.137443244,0.082836717,0.18436411,0.201745898,0.236833274,0.243484616,0.230078742,0.254445612,0.284304172,0.287415862,0.282068968,0.297640711,0.321873963,0.322738945,0.333972216,0.34930405,0.35746485,0.35130316
1,0.348216504,0.275036246,0.196076602,0.138525099,0.087641925,0.191552192,0.205682784,0.231083021,0.233655572,0.236798748,0.254349709,0.276369452,0.274392664,0.287851781,0.298099548,0.316797853,0.314417988,0.340730757,0.343734622,0.354854822,0.353762478
1,0.346058249,0.269609749,0.202140093,0.143952012,0.097107828,0.211571857,0.227817759,0.250413179,0.258781254,0.257019907,0.273157954,0.287893921,0.29061076,0.306921184,0.314694643,0.32662791,0.329771101,0.355444431,0.357206136,0.363829911,0.366178691
1,0.37553817,0.288084447,0.22043477,0.160400063,0.113964766,0.230573386,0.236565456,0.252430379,0.260782808,0.280589104,0.279942364,0.290642381,0.299140483,0.332136542,0.323321164,0.331392825,0.340761393,0.378629059,0.371090651,0.376982123,0.383616835
1,0.420994043,0.339604497,0.270370722,0.216784209,0.173331231,0.291141182,0.29910174,0.312647253,0.316447884,0.339292794,0.340809196,0.34969306,0.353545904,0.388018698,0.379983276,0.386240751,0.391085327,0.432111979,0.422995329,0.427018255,0.430002153
1,0.455309689,0.373941034,0.310719609,0.257810324,0.215422347,0.33134973,0.333774805,0.345401794,0.350707799,0.380129158,0.375757068,0.383363843,0.388726503,0.428814083,0.416094422,0.422103435,0.42852962,0.473036885,0.459490895,0.461468518,0.465286165
1,0.564634562,0.483144343,0.425132811,0.375959665,0.333415747,0.46079734,0.446135432,0.446805835,0.452698678,0.510764301,0.486149222,0.484397709,0.491835564,0.554838419,0.524529457,0.523665369,0.531511128,0.590695024,0.562520027,0.56079638,0.567403495
1,0.616108835,0.53889662,0.482270747,0.438040584,0.400298715,0.523953795,0.501800537,0.499732703,0.50560081,0.570073783,0.538083017,0.534655333,0.542883039,0.608907044,0.571022511,0.569020748,0.578240335,0.639548302,0.604043305,0.600758493,0.608066678
1,0.616493881,0.544709146,0.49257943,0.451815307,0.415833473,0.531886518,0.516673803,0.515075922,0.521268725,0.577900469,0.553705275,0.550362408,0.556891382,0.617262363,0.5874421,0.58397007,0.590807498,0.648142457,0.619783878,0.614989281,0.620803773
1,0.637803435,0.571182668,0.520062923,0.478255391,0.441566646,0.561539471,0.548838377,0.545981169,0.551151335,0.608002126,0.585103571,0.579444826,0.58538568,0.647547424,0.618554652,0.615264535,0.622151017,0.678603828,0.64959681,0.646218657,0.653649688
1,0.678625166,0.613328159,0.565943241,0.529163539,0.496854812,0.61416465,0.596712828,0.592965126,0.599277377,0.65945375,0.63274771,0.625750363,0.632625937,0.696223855,0.664831698,0.658545911,0.6660254,0.724497616,0.694610953,0.688336492,0.696058095
1,0.712021172,0.646183014,0.602405429,0.570326507,0.536417484,0.651992977,0.62987262,0.62402463,0.629445791,0.69556725,0.661006629,0.652697563,0.659889221,0.729509771,0.689443052,0.683617294,0.691677988,0.754083097,0.717489004,0.711907566,0.719394863
1,0.747800648,0.702015817,0.660651326,0.629348874,0.599702656,0.697525144,0.721411228,0.719620466,0.710811734,0.739019334,0.756998003,0.745601177,0.738465667,0.771193743,0.782915235,0.769499898,0.761480391,0.796609223,0.802334905,0.793122053,0.789339602
1,0.774411798,0.733824313,0.697390139,0.67336762,0.648756802,0.726033449,0.768880248,0.753363311,0.734325409,0.761418581,0.797989964,0.776561856,0.759612143,0.792339027,0.818104863,0.799843311,0.784671664,0.818423629,0.836995959,0.82338804,0.807106018
1,0.772543907,0.73374784,0.696124971,0.671964765,0.646878302,0.72173804,0.761770666,0.748371542,0.732413471,0.755054474,0.790932,0.773106158,0.760534048,0.785491109,0.813723445,0.798484147,0.787439048,0.811560273,0.832026422,0.82277745,0.811178982
